Código de Modalidad;Código de la infraestructura;Número de Agentes Educativos;Recursos para formación;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00088;15;566559;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00089;27;905567;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00031;12;257376;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00044;1;275008;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00045;1;275011;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00046;1;275008;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00048;1;275008;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00069;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00023;10;214480;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00024;6;128688;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00025;9;193032;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00026;8;171584;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00027;6;128688;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00030;9;192948;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00006;11;235928;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00007;10;214480;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00019;6;128688;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00020;11;235928;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00021;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00022;11;235928;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00032;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00034;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00035;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00036;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00037;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00005;15;566559;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00026;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00027;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00028;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00029;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00030;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00031;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00020;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00021;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00022;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00023;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00024;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00025;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00170;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00193;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00211;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00017;270;26746120;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00018;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00019;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00078;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00080;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00081;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00082;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00162;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00166;0;0;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P1;30;COMFAGUAJIRA;2018-03-23 20:13:10.423
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00035;176;894603;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00050;271;2432525;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00051;215;1533887;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00061;179;423847;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00075;189;1144297;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-10-00076;316;3268236;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-11-00038;15;156054;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-11-00039;25;170134;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00218;19;432838;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00219;44;464838;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00220;24;439209;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-11-00029;122;850392;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-11-00030;125;1551340;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-11-00031;139;772612;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00212;33;179292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00213;16;157334;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00214;75;164427;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00215;26;170134;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00216;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00217;49;333988;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00190;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00191;15;87627;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00192;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00208;24;301988;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00209;36;317348;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00210;77;641140;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00184;50;246601;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00185;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00186;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00187;11;234739;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00188;19;321095;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00189;68;498037;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00178;13;275357;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00179;14;314695;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00180;8;268957;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00181;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00182;8;78667;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00183;15;315975;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00172;108;343096;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00173;15;87627;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00174;15;87627;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00175;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00176;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00177;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00126;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00127;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00128;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00130;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00131;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00133;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00095;33;300957;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00096;37;115787;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00097;12;274077;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00098;46;127307;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00100;29;143605;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00125;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00073;32;178012;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00088;28;218441;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00089;39;270579;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00090;4;111605;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00091;10;157343;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00092;13;275357;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00046;123;840458;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00048;26;303268;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00069;104;270172;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00070;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00071;56;208732;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00072;56;208732;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00026;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00027;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00030;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00031;15;87627;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00044;28;307108;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00045;34;314788;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00020;18;160092;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00021;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00022;18;160092;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00023;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00024;8;147292;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - HOGARES INFANTILES;CCF030-10-00025;3;72267;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;CCF030-11-00035;68;468144;INFO_FONDOS_LEY_TRIM_FONIÑEZ_2017_C01_P2;30;COMFAGUAJIRA;2018-03-24 14:08:51.313
