Código de Modalidad;Código de Concepto;Año;Valor Trimestre I;Valor Trimestre II;Valor Trimestre III;Valor Trimestre IV;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
INSTITUCIONAL - JARDINES SOCIALES;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS DE ADMINISTRACIÓN ;2017;58543;204425;122005;139393;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;SALDO FINAL DEL FONDO – PERÍODO REPORTADO (INCLUIR LOS GASTOS DE VIAJE QUE SE RELACIONEN EN EL CÓDIGO 32 Y LOS GASTOS DE VACUNACIÓN QUE SE RELACIONEN EN EL CÓDIGO 33) ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - JARDINES SOCIALES;SALDO INICIAL DEL FONDO – PERÍODO REPORTADO ;2017;60400684;125890432;34739689;17125807;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - JARDINES SOCIALES;APROPIACIÓN OBLIGATORIA ;2017;172443412;157282987;164434293;164188259;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - JARDINES SOCIALES;APROPIACIÓN VOLUNTARIA ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - JARDINES SOCIALES;RENDIMIENTOS FINANCIEROS ;2017;814029;742497;776239;775078;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;ALIMENTACIÓN – GASTOS OPERATIVOS ;2017;5292000;7938000;7938000;6552000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;ARRENDAMIENTO – GASTOS OPERATIVOS ;2017;3036267;3036267;3036267;3036267;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS OPERATIVOS ;2017;853608;853627;853665;853665;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;ELEMENTOS DE ASEO – GASTOS OPERATIVOS ;2017;945000;945000;945000;945000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;VALOR CAPACITACIÓN AGENTES EDUCATIVOS (CUALIFICACIÓN) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;GASTOS BANCARIOS (CORRESPONDE A LOS GASTOS FINANCIEROS GENERADOS POR LA ADMINISTRACIÓN DE LOS RECURSOS DEL PROGRAMA)– GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;PERSONAL OPERATIVO – GASTOS OPERATIVOS ;2017;41922756;46565398;42054896;41993916;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) – GASTOS OPERATIVOS ;2017;1168600;18668040;1752900;1518600;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS OPERATIVOS ;2017;10881034;11399951;12973203;11371396;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS OPERATIVOS ;2017;81798480;19464154;19602753;36240320;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;MATERIAL EDUCATIVO – GASTOS OPERATIVOS ;2017;24129965;1033333;933333;3033333;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;ADECUACIONES E INSTALACIONES (HACE REFERENCIA A LAS REPARACIONES LOCATIVAS, INSTALACIONES ELÉCTRICAS Y ARREGLOS ORNAMENTALES) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;GASTOS DE VIAJE (REGÍSTRESE LOS GASTOS POR CONCEPTO DE VIÁTICOS (PASAJES, ALOJAMIENTO Y MANUTENCIÓN)- GASTOS DE ADMINISTRACIÓN ;2017;64045;81096;153894;80489;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;DIVERSOS (GASTOS POR CONCEPTO DE ELEMENTOS DE ASEO, DE CAFETERÍA Y PAPELERÍA PARA LLEVAR A CABO LA ADMINISTRACIÓN DEL SERVICIO). – GASTOS DE ADMINISTRACIÓN ;2017;140750;5566;4583;159;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;DEPRECIACIÓN (AQUELLOS EQUIVALENTES A BIENES MUEBLES E INMUEBLE, EMPLEADOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;AMORTIZACIÓN (CORRESPONDE A LA AMORTIZACIÓN POR EL GASTO INICIAL EN QUE SE HA INCURRIDO PARA EL RESPECTIVO PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;ARRENDAMIENTO (GASTO DE ARRENDAMIENTO POR BIENES MUEBLES E INMUEBLES PARA EL DESARROLLO DEL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;58558;50886;50859;50584;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;PERSONAL ADMINISTRATIVO (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;2822221;2551448;2544560;2538015;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;2730911;2373109;3698891;5284248;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;IMPUESTOS (LOS GRAVÁMENES EN QUE SE INCURREN CORRESPONDIENTES AL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) - GASTOS DE ADMINISTRACIÓN ;2017;2171;1886;1885;1875;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS DE ADMINISTRACIÓN ;2017;40681;142052;84780;96862;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
INSTITUCIONAL - HOGARES INFANTILES;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS DE ADMINISTRACIÓN ;2017;107074;93046;92997;92494;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;3;COMFENALCO Antioquia;2017-10-03 13:59:09.083
PROPIA - PROPIA (IMPLEMENTACIÓN DE LA CAJA DE COMPENSACIÓN CON LOS LINEAMIENTOS DEL ICBF);SALDO INICIAL DEL FONDO – PERÍODO REPORTADO ;2017;53762436;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA - PROPIA (IMPLEMENTACIÓN DE LA CAJA DE COMPENSACIÓN CON LOS LINEAMIENTOS DEL ICBF);APROPIACIÓN OBLIGATORIA ;2017;830634981;813987681;860268175;831785376;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA - PROPIA (IMPLEMENTACIÓN DE LA CAJA DE COMPENSACIÓN CON LOS LINEAMIENTOS DEL ICBF);APROPIACIÓN VOLUNTARIA ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA - PROPIA (IMPLEMENTACIÓN DE LA CAJA DE COMPENSACIÓN CON LOS LINEAMIENTOS DEL ICBF);RENDIMIENTOS FINANCIEROS ;2017;927314;1828350;2139379;1839143;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA - PROPIA (IMPLEMENTACIÓN DE LA CAJA DE COMPENSACIÓN CON LOS LINEAMIENTOS DEL ICBF);OTROS INGRESOS: RECUPERACIONES DE INCAPACIDAD Y DESCUENTOS COMERCIALES ;2017;1396384;640295;1089032;1615613;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;ELEMENTOS DE ASEO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;VALOR CAPACITACIÓN AGENTES EDUCATIVOS (CUALIFICACIÓN) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;SALDO FINAL DEL FONDO – PERÍODO REPORTADO (INCLUIR LOS GASTOS DE VIAJE QUE SE RELACIONEN EN EL CÓDIGO 32 Y LOS GASTOS DE VACUNACIÓN QUE SE RELACIONEN EN EL CÓDIGO 33) ;2017;9245134;7590209;9102547;8034805;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS OPERATIVOS ;2017;4800000;4800000;4800000;4800000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;MATERIAL EDUCATIVO – GASTOS OPERATIVOS ;2017;3506641;3506641;3506641;3506641;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;ALIMENTACIÓN – GASTOS OPERATIVOS ;2017;690000;690000;690000;690000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;ARRENDAMIENTO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;DEPRECIACIÓN (AQUELLOS EQUIVALENTES A BIENES MUEBLES E INMUEBLE, EMPLEADOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;AMORTIZACIÓN (CORRESPONDE A LA AMORTIZACIÓN POR EL GASTO INICIAL EN QUE SE HA INCURRIDO PARA EL RESPECTIVO PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;ARRENDAMIENTO (GASTO DE ARRENDAMIENTO POR BIENES MUEBLES E INMUEBLES PARA EL DESARROLLO DEL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;GASTOS BANCARIOS (CORRESPONDE A LOS GASTOS FINANCIEROS GENERADOS POR LA ADMINISTRACIÓN DE LOS RECURSOS DEL PROGRAMA)– GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;PERSONAL OPERATIVO – GASTOS OPERATIVOS ;2017;4306912;3743708;3743708;3743708;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) – GASTOS OPERATIVOS ;2017;2000000;2000000;2000000;2000000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) - GASTOS DE ADMINISTRACIÓN ;2017;14550;29058;29345;29449;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS DE ADMINISTRACIÓN ;2017;301218;267900;268016;264255;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS DE ADMINISTRACIÓN ;2017;53221;32429;53472;95928;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;ADECUACIONES E INSTALACIONES (HACE REFERENCIA A LAS REPARACIONES LOCATIVAS, INSTALACIONES ELÉCTRICAS Y ARREGLOS ORNAMENTALES) – GASTOS DE ADMINISTRACIÓN ;2017;5906;28019;4745;4636;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;GASTOS DE VIAJE (REGÍSTRESE LOS GASTOS POR CONCEPTO DE VIÁTICOS (PASAJES, ALOJAMIENTO Y MANUTENCIÓN)- GASTOS DE ADMINISTRACIÓN ;2017;15000;15000;5790;80577;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;DIVERSOS (GASTOS POR CONCEPTO DE ELEMENTOS DE ASEO, DE CAFETERÍA Y PAPELERÍA PARA LLEVAR A CABO LA ADMINISTRACIÓN DEL SERVICIO). – GASTOS DE ADMINISTRACIÓN ;2017;63103;79897;64046;126000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;RENDIMIENTOS FINANCIEROS ;2017;29283;57737;67559;58078;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;OTROS INGRESOS: RECUPERACIONES DE INCAPACIDAD Y DESCUENTOS COMERCIALES ;2017;44096;20219;34390;51019;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;PERSONAL ADMINISTRATIVO (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;3000000;3000000;3000000;3000000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;IMPUESTOS (LOS GRAVÁMENES EN QUE SE INCURREN CORRESPONDIENTES AL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;VALOR CAPACITACIÓN AGENTES EDUCATIVOS (CUALIFICACIÓN) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;SALDO FINAL DEL FONDO – PERÍODO REPORTADO (INCLUIR LOS GASTOS DE VIAJE QUE SE RELACIONEN EN EL CÓDIGO 32 Y LOS GASTOS DE VACUNACIÓN QUE SE RELACIONEN EN EL CÓDIGO 33) ;2017;2696756;1497262;2505679;1793921;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;SALDO INICIAL DEL FONDO – PERÍODO REPORTADO ;2017;1697761;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;APROPIACIÓN OBLIGATORIA ;2017;26230547;25704906;27166363;26266906;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES RURALES;APROPIACIÓN VOLUNTARIA ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;MANTENIMIENTO Y REPARACIÓN (SE ENTIENDE POR LOS GASTOS EFECTUADOS A LOS EQUIPOS MUEBLES E INMUEBLES) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;MATERIAL EDUCATIVO – GASTOS OPERATIVOS ;2017;2337760;2337760;2337760;2337760;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;ALIMENTACIÓN – GASTOS OPERATIVOS ;2017;460000;460000;460000;460000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;ARRENDAMIENTO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;SEGUROS (LOS SEGUROS NECESARIOS PARA LA PRESTACIÓN DEL SERVICIO) – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;ELEMENTOS DE ASEO – GASTOS OPERATIVOS ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;AMORTIZACIÓN (CORRESPONDE A LA AMORTIZACIÓN POR EL GASTO INICIAL EN QUE SE HA INCURRIDO PARA EL RESPECTIVO PROGRAMA) - GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;ARRENDAMIENTO (GASTO DE ARRENDAMIENTO POR BIENES MUEBLES E INMUEBLES PARA EL DESARROLLO DEL PROGRAMA) – GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;GASTOS BANCARIOS (CORRESPONDE A LOS GASTOS FINANCIEROS GENERADOS POR LA ADMINISTRACIÓN DE LOS RECURSOS DEL PROGRAMA)– GASTOS DE ADMINISTRACIÓN ;2017;0;0;0;0;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;PERSONAL OPERATIVO – GASTOS OPERATIVOS ;2017;6171274;5895805;5895805;5895805;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;HONORARIOS (REGÍSTRESE LOS GASTOS REFERENTES AL PERSONAL CONTRATADO POR NÓMINA PARA LA ADMINISTRACIÓN DEL PROGRAMA) – GASTOS OPERATIVOS ;2017;1500000;1500000;1500000;1500000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
PROPIA  - COMUNIDADES ÉTNICAS;SERVICIOS (CORRESPONDE A TODOS LOS SERVICIOS PÚBLICOS INCLUYENDO ASEO, VIGILANCIA Y TRANSPORTE DE CARGA) – GASTOS OPERATIVOS ;2017;3200000;3200000;3200000;3200000;INFO_FONDOS_LEY_ANUAL_FONIÑEZ_2017_C01_P1;44;COMFAMILIAR Risaralda;2017-10-03 14:11:00.160
