Identificación del programa;Código de Modalidad;Código de Convenios y/o contratos FONIÑEZ;Valor;Periodo;Codigo Caja de Compensacion;Caja de Compensacion;Fecha Creacion
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;8;COMFENALCO Cartagena;2020-04-29 18:18:14.370
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
JORNADA ESCOLAR COMPLEMENTARIA;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
JORNADA ESCOLAR COMPLEMENTARIA;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
JORNADA ESCOLAR COMPLEMENTARIA;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
JORNADA ESCOLAR COMPLEMENTARIA;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;16;COMFACOR;2020-04-30 10:04:29.057
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;39;CAJASAN;2020-04-30 15:57:36.397
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;39;CAJASAN;2020-04-30 15:57:36.397
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HOGARES LACTANTES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;39;CAJASAN;2020-04-30 15:57:36.397
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;39;CAJASAN;2020-04-30 15:57:36.397
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;39;CAJASAN;2020-04-30 15:57:36.397
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;39;CAJASAN;2020-04-30 15:57:36.397
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;39;CAJASAN;2020-04-30 15:57:36.397
NO APLICA;COMUNITARIA - HCB INTEGRALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;6;COMBARRANQUILLA;2020-04-30 21:13:52.767
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB EMPRESARIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB MÚLTIPLES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB MÚLTIPLES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB MÚLTIPLES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HCB MÚLTIPLES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES LACTANTES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - JARDINES SOCIALES;Saldo Final Convenios – Período reportado;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;13;COMFACA Comfamiliar Caqueta;2020-05-05 15:59:02.400
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;230834362;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;6753861;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;FAMILIAR - DESARROLLO INFANTIL EN MEDIO FAMILIAR;Saldo Final Convenios – Período reportado;224080501;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;529452184;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;1867540;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;527584644;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;532686320;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;51537664;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo Final Convenios – Período reportado;481148656;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;64;CAJASAI;2020-05-06 18:34:44.020
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;40;COMFENALCO Santander;2020-05-08 21:47:26.460
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Valor total de recursos de los convenios y/o contratos que se suscriban (solo se incluyen los aportes que se reciben de los terceros, no se incluyen los aportes de la CCF) – Período reportado;148962030;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;40;COMFENALCO Santander;2020-05-08 21:47:26.460
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Total de gastos de convenios y/o contratos suscritos (solo de los aportes recibidos por terceros, no se incluyen los aportes de la CCF) – Período reportado;90453576;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;40;COMFENALCO Santander;2020-05-08 21:47:26.460
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - HOGARES INFANTILES;Saldo Final Convenios – Período reportado;58508454;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;40;COMFENALCO Santander;2020-05-08 21:47:26.460
JORNADA ESCOLAR COMPLEMENTARIA;INSTITUCIONAL - JARDINES SOCIALES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;29;COMFACHOCO;2020-05-11 15:27:37.290
ATENCIÓN INTEGRAL A LA NIÑEZ;INSTITUCIONAL - PREESCOLARES;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;29;COMFACHOCO;2020-05-11 15:27:37.290
NO APLICA;INSTITUCIONAL - CENTRO DESARROLLO INFANTIL;Saldo inicial convenios;0;FONDOS_LEY_FONIÑEZ_TRIMESTRAL_2020_P1;43;COMFENALCO Quindio;2020-05-11 17:55:50.583
